Fe,Si,Al,B,P,Cu,Ag,Au,V,Cr,Zr,Nb,Mo,W,Pr,Gd,Annealing temperature (K),Annealing Time (s),Primary Crystallization Onset (K),Primary Crystallization Peak (K),Secondary Crystallization Peak (K),Ribbon Thickness (um),Total SiCAl,Total BP,Total Late Transition,Total Early Transition,Relative to Fe SiCAl,Relative to Fe BP,Relative to Fe Early,Relative to Fe Late,Relative to Late Early,Relative to Early SiCAl,Relative to Late SiCAl,Relative to Early BP,Relative to Late BP,Late Weighted Volume,Late Weighted Area,Late Weighted Mass,Late Mean Electrons,Early Weighted Volume,Early Weighted Area,Early Weighted Mass,Early Mean Electrons,Delta T0,Delta T1,Delta T2,Grain Diameter,Composition ID,Reference DOI
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,773,3600,,,,22,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,11,1100100011,https://doi.org/10.1109/20.951133
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,813,3600,,,,22,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,11.4,1100100011,https://doi.org/10.1109/20.951133
74.5,13.5,0,9,0,0,0,0,0,0,0,3,0,0,0,0,823,3600,,,,20,13.5,9,0,3,0.181208054,0.120805369,0.040268456,0,,4.5,,3,,0,0,0,0,52.13963205,13.95656817,92.90637,5,,,,41.90465765,1100100001,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,873,3600,,,,20,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,10.97727399,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,773,3600,,,,20,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,8.988191389,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
74,13.5,0,9,0,0.5,0,0,0,0,0,3,0,0,0,0,823,3600,,,,20,13.5,9,0.5,3,0.182432432,0.121621622,0.040540541,0.006756757,6,4.5,27,3,18,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,13.09588966,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73,13.5,0,9,0,1.5,0,0,0,0,0,3,0,0,0,0,823,3600,,,,20,13.5,9,1.5,3,0.184931507,0.123287671,0.04109589,0.020547945,2,4.5,9,3,6,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,10.9531498,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,823,3600,,,,20,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,10.00082097,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,823,3600,,,,20,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,9.982454186,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
73.5,13.5,0,9,0,1,0,0,0,0,0,3,0,0,0,0,923,3600,,,,20,13.5,9,1,3,0.183673469,0.12244898,0.040816327,0.013605442,3,4.5,13.5,3,9,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,,,11.9720938,1100100011,https://doi.org/10.4028/www.scientific.net/MSF.307.51
86,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,770,3600,,775,993,21,0,6,1,7,0,0.069767442,0.081395349,0.011627907,7,0,0,0.857142857,6,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,-5,-223,8.690944882,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
86,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,825,3600,,775,993,21,0,6,1,7,0,0.069767442,0.081395349,0.011627907,7,0,0,0.857142857,6,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,50,-168,10.18006021,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
86,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,724,3600,,775,993,21,0,6,1,7,0,0.069767442,0.081395349,0.011627907,7,0,0,0.857142857,6,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,-51,-269,6.18197082,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
86,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,977,3600,,775,993,21,0,6,1,7,0,0.069767442,0.081395349,0.011627907,7,0,0,0.857142857,6,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,202,-16,41.77889069,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
86,0,0,6,0,1,0,0,0,0,7,0,0,0,0,0,875,3600,,775,993,21,0,6,1,7,0,0.069767442,0.081395349,0.011627907,7,0,0,0.857142857,6,20.47747469,7.484870061,63.546,2,58.71837826,15.10715557,91.224,4,,100,-118,10.59373553,1000100011,https://www.jstage.jst.go.jp/article/matertrans1989/32/6/32_6_551/_article/-char/ja/
72.5,17.5,1,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,760,994,,18.5,5,1,3,0.255172414,0.068965517,0.04137931,0.013793103,3,6.166666667,18.5,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,63,-171,12.40392857,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
73.5,17.5,0,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,775,983,,17.5,5,1,3,0.238095238,0.068027211,0.040816327,0.013605442,3,5.833333333,17.5,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,48,-160,11.60357143,1100100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
73.3,17.5,0.2,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,776,988,,17.7,5,1,3,0.241473397,0.068212824,0.040927694,0.013642565,3,5.9,17.7,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,47,-165,11.0025,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
73.1,17.5,0.4,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,770,990,,17.9,5,1,3,0.244870041,0.068399453,0.041039672,0.013679891,3,5.966666667,17.9,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,53,-167,10.89964286,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
72.9,17.5,0.6,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,765,993,,18.1,5,1,3,0.248285322,0.068587106,0.041152263,0.013717421,3,6.033333333,18.1,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,58,-170,10.85142857,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
72.7,17.5,0.8,5,0,1,0,0,0,0,0,3,0,0,0,0,823,1800,,764,993,,18.3,5,1,3,0.251719395,0.068775791,0.041265475,0.013755158,3,6.1,18.3,1.666666667,5,20.47747469,7.484870061,63.546,2,52.13963205,13.95656817,92.90637,5,,59,-170,10.60071429,1101100011,https://www.sciencedirect.com/science/article/pii/S0022309314006759
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,748,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,63,-79,18.01834862,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,773,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,69,-48,39.32110092,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,653,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,-51,-168,47.35779817,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,673,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,-31,-148,45.10091743,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,698,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,-6,-123,43.11926606,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,773,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,63,-51,36.23853211,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,698,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,-12,-126,39.70642202,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,673,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,-37,-151,44.93577982,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,633,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,-71,-188,35.79816514,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,748,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,44,-73,38.16513761,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,653,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,-57,-171,44.93577982,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,723,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,13,-101,40.03669725,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,633,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,-52,-194,34.91743119,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,748,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,38,-76,38.60550459,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,653,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,-32,-174,31.6146789,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,613,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,-72,-214,20.22018349,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,613,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,-91,-208,25.2293578,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,673,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,-12,-154,28.58715596,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,633,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,-77,-191,25.39449541,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.47,3.89,0,7.88,4.04,0,0,0.71,0,0,0,0,0,0,0,0,613,600,,710,824,12,3.89,11.92,0.71,0,0.04660357,0.142805798,0,0.00850605,0,,5.478873239,,16.78873239,35.38507627,10.77821289,196.966569,3,0,0,0,0,,-97,-211,15.26605505,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,723,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,38,-104,14.66055046,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
83.44,3.89,0,7.92,4.06,0.69,0,0,0,0,0,0,0,0,0,0,698,600,,685,827,12,3.89,11.98,0.69,0,0.046620326,0.143576222,0,0.008269415,0,,5.637681159,,17.36231884,20.47747469,7.484870061,63.546,2,0,0,0,0,,13,-129,26.11009174,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
84.32,3.87,0,7.59,4.16,0,0.05,0,0,0,0,0,0,0,0,0,723,600,,704,821,12,3.87,11.75,0.05,0,0.045896584,0.139350095,0,0.000592979,0,,77.4,,235,30.17339817,9.692061232,107.8682,1,0,0,0,0,,19,-98,42.62385321,1100110010,https://www.sciencedirect.com/science/article/pii/S0925838816313470
